row.names,survived,age,embarked_1,embarked_2,embarked_3,sex_0,sex_1,pclass_1,pclass_2,pclass_3
625,0,39.0,1,0,0,0,1,0,0,1
626,0,39.0,1,0,0,1,0,0,0,1
627,0,6.0,1,0,0,1,0,0,0,1
628,0,2.0,1,0,0,1,0,0,0,1
629,1,17.0,1,0,0,1,0,0,0,1
630,0,38.0,1,0,0,1,0,0,0,1
631,0,9.0,1,0,0,1,0,0,0,1
632,0,26.0,1,0,0,0,1,0,0,1
633,0,11.0,1,0,0,1,0,0,0,1
634,0,4.0,1,0,0,0,1,0,0,1
635,0,20.0,1,0,0,0,1,0,0,1
636,0,26.0,1,0,0,0,1,0,0,1
637,0,25.0,1,0,0,0,1,0,0,1
638,0,18.0,1,0,0,1,0,0,0,1
639,0,24.0,1,0,0,0,1,0,0,1
641,0,40.0,1,0,0,0,1,0,0,1
642,1,38.0,1,0,0,1,0,0,0,1
643,0,5.0,1,0,0,0,1,0,0,1
644,0,9.0,1,0,0,0,1,0,0,1
645,1,3.0,1,0,0,0,1,0,0,1
646,0,13.0,1,0,0,0,1,0,0,1
647,1,23.0,1,0,0,0,1,0,0,1
648,1,5.0,1,0,0,1,0,0,0,1
649,0,19.36424833412559,0,1,0,0,1,0,0,1
650,1,45.0,0,1,0,1,0,0,0,1
653,0,27.0,0,1,0,0,1,0,0,1
654,0,23.0,1,0,0,0,1,0,0,1
656,0,32.0,1,0,0,0,1,0,0,1
657,1,33.0,1,0,0,1,0,0,0,1
658,1,3.0,0,1,0,1,0,0,0,1
659,1,21.82543406073197,0,1,0,1,0,0,0,1
660,1,21.82543406073197,0,1,0,1,0,0,0,1
661,1,21.82543406073197,0,1,0,1,0,0,0,1
662,1,18.0,1,0,0,1,0,0,0,1
665,1,15.0,0,1,0,1,0,0,0,1
666,0,45.0,0,1,0,1,0,0,0,1
667,0,18.0,0,1,0,1,0,0,0,1
668,0,27.0,0,0,1,1,0,0,0,1
669,0,22.0,1,0,0,0,1,0,0,1
670,0,19.0,1,0,0,0,1,0,0,1
671,0,26.0,1,0,0,0,1,0,0,1
672,0,22.0,1,0,0,0,1,0,0,1
673,0,20.0,0,1,0,0,1,0,0,1
674,1,32.0,1,0,0,0,1,0,0,1
675,0,21.0,1,0,0,0,1,0,0,1
676,0,18.0,1,0,0,0,1,0,0,1
677,0,26.0,1,0,0,0,1,0,0,1
678,0,6.0,0,1,0,0,1,0,0,1
679,0,19.36424833412559,0,1,0,0,1,0,0,1
680,0,21.82543406073197,0,1,0,1,0,0,0,1
681,0,9.0,0,1,0,1,0,0,0,1
682,0,40.0,0,0,1,0,1,0,0,1
683,0,32.0,0,0,1,1,0,0,0,1
684,0,23.783473505674163,0,0,1,1,0,0,0,1
685,0,26.0,1,0,0,0,1,0,0,1
686,1,18.0,0,0,1,1,0,0,0,1
687,0,20.0,1,0,0,1,0,0,0,1
689,0,29.0,1,0,0,0,1,0,0,1
690,0,22.0,1,0,0,0,1,0,0,1
691,0,22.0,1,0,0,0,1,0,0,1
692,0,35.0,1,0,0,0,1,0,0,1
693,1,21.0,0,0,1,0,1,0,0,1
694,0,20.0,0,0,1,1,0,0,0,1
695,0,19.0,0,0,1,0,1,0,0,1
696,0,18.0,0,0,1,1,0,0,0,1
697,0,18.0,1,0,0,0,1,0,0,1
698,0,38.0,1,0,0,0,1,0,0,1
699,0,24.336269940492585,1,0,0,0,1,0,0,1
700,0,30.0,1,0,0,0,1,0,0,1
703,0,21.0,0,0,1,0,1,0,0,1
705,0,19.36424833412559,0,1,0,0,1,0,0,1
706,0,21.82543406073197,0,1,0,1,0,0,0,1
707,0,24.0,1,0,0,0,1,0,0,1
708,0,33.0,1,0,0,0,1,0,0,1
710,0,28.0,1,0,0,0,1,0,0,1
711,1,16.0,0,0,1,1,0,0,0,1
712,0,37.0,0,0,1,1,0,0,0,1
713,0,28.0,1,0,0,0,1,0,0,1
714,1,19.36424833412559,0,1,0,0,1,0,0,1
715,0,24.0,1,0,0,0,1,0,0,1
716,0,21.0,1,0,0,0,1,0,0,1
718,0,32.0,1,0,0,0,1,0,0,1
720,0,26.0,0,1,0,0,1,0,0,1
721,0,18.0,0,1,0,0,1,0,0,1
722,0,20.0,1,0,0,0,1,0,0,1
723,1,19.0,1,0,0,0,1,0,0,1
724,0,24.0,0,0,1,0,1,0,0,1
726,0,36.0,1,0,0,0,1,0,0,1
727,0,31.0,0,0,1,0,1,0,0,1
728,0,31.0,0,0,1,0,1,0,0,1
729,0,30.0,0,0,1,1,0,0,0,1
730,1,22.0,0,0,1,1,0,0,0,1
733,0,35.0,1,0,0,0,1,0,0,1
734,0,27.0,1,0,0,0,1,0,0,1
735,0,19.0,1,0,0,0,1,0,0,1
736,0,30.0,1,0,0,0,1,0,0,1
737,1,36.0,1,0,0,1,0,0,0,1
738,1,3.0,1,0,0,0,1,0,0,1
739,1,9.0,1,0,0,0,1,0,0,1
740,0,59.0,1,0,0,0,1,0,0,1
741,0,19.0,1,0,0,0,1,0,0,1
742,0,44.0,1,0,0,0,1,0,0,1
743,1,17.0,1,0,0,1,0,0,0,1
745,1,45.0,1,0,0,0,1,0,0,1
746,0,22.0,1,0,0,1,0,0,0,1
747,0,19.0,1,0,0,0,1,0,0,1
748,1,29.0,0,0,1,0,1,0,0,1
749,1,30.0,0,0,1,1,0,0,0,1
750,0,34.0,1,0,0,0,1,0,0,1
751,0,28.0,1,0,0,1,0,0,0,1
752,0,0.3333,1,0,0,0,1,0,0,1
753,0,27.0,1,0,0,0,1,0,0,1
754,0,25.0,1,0,0,0,1,0,0,1
755,0,24.0,1,0,0,0,1,0,0,1
757,0,21.0,1,0,0,0,1,0,0,1
758,0,17.0,1,0,0,0,1,0,0,1
759,0,24.336269940492585,1,0,0,0,1,0,0,1
760,1,22.3156488129207,1,0,0,1,0,0,0,1
761,0,26.0,1,0,0,0,1,0,0,1
762,1,33.0,1,0,0,1,0,0,0,1
763,1,1.0,1,0,0,0,1,0,0,1
764,1,0.1667,1,0,0,1,0,0,0,1
766,1,36.0,1,0,0,0,1,0,0,1
767,1,36.0,1,0,0,1,0,0,0,1
768,1,30.0,1,0,0,0,1,0,0,1
769,0,24.336269940492585,1,0,0,0,1,0,0,1
772,1,19.0,0,0,1,1,0,0,0,1
777,0,32.0,0,0,1,0,1,0,0,1
778,1,19.0,1,0,0,0,1,0,0,1
779,1,30.0,1,0,0,1,0,0,0,1
780,0,24.0,0,0,1,1,0,0,0,1
781,1,23.0,1,0,0,1,0,0,0,1
782,0,19.36424833412559,0,1,0,0,1,0,0,1
783,1,24.0,0,0,1,1,0,0,0,1
784,1,24.0,1,0,0,0,1,0,0,1
785,0,23.0,1,0,0,0,1,0,0,1
786,1,22.0,1,0,0,1,0,0,0,1
787,0,24.336269940492585,1,0,0,0,1,0,0,1
788,0,18.0,1,0,0,0,1,0,0,1
789,0,16.0,1,0,0,0,1,0,0,1
790,0,45.0,1,0,0,0,1,0,0,1
791,0,19.36424833412559,0,1,0,0,1,0,0,1
792,0,19.36424833412559,0,1,0,0,1,0,0,1
793,0,19.36424833412559,0,1,0,0,1,0,0,1
794,0,47.0,1,0,0,0,1,0,0,1
795,1,5.0,1,0,0,1,0,0,0,1
798,0,27.290637545488934,0,0,1,0,1,0,0,1
799,1,24.336269940492585,1,0,0,0,1,0,0,1
803,0,27.290637545488934,0,0,1,0,1,0,0,1
804,0,27.290637545488934,0,0,1,0,1,0,0,1
805,1,24.336269940492585,1,0,0,0,1,0,0,1
806,0,24.336269940492585,1,0,0,0,1,0,0,1
807,0,21.0,1,0,0,1,0,0,0,1
808,0,18.0,1,0,0,0,1,0,0,1
809,0,9.0,1,0,0,1,0,0,0,1
810,0,48.0,1,0,0,1,0,0,0,1
811,0,16.0,1,0,0,0,1,0,0,1
812,0,27.290637545488934,0,0,1,0,1,0,0,1
814,0,25.0,0,0,1,0,1,0,0,1
816,1,21.82543406073197,0,1,0,1,0,0,0,1
818,1,16.0,0,0,1,1,0,0,0,1
819,1,23.783473505674163,0,0,1,1,0,0,0,1
820,0,33.0,1,0,0,0,1,0,0,1
821,1,22.3156488129207,1,0,0,1,0,0,0,1
822,1,9.0,1,0,0,0,1,0,0,1
823,0,41.0,1,0,0,0,1,0,0,1
824,0,38.0,1,0,0,0,1,0,0,1
825,0,40.0,1,0,0,0,1,0,0,1
826,0,43.0,1,0,0,1,0,0,0,1
827,0,14.0,1,0,0,0,1,0,0,1
828,0,16.0,1,0,0,1,0,0,0,1
829,0,9.0,1,0,0,0,1,0,0,1
830,0,10.0,1,0,0,1,0,0,0,1
831,0,6.0,1,0,0,0,1,0,0,1
832,0,11.0,1,0,0,0,1,0,0,1
833,0,40.0,1,0,0,0,1,0,0,1
834,0,32.0,1,0,0,0,1,0,0,1
836,0,20.0,1,0,0,0,1,0,0,1
837,0,37.0,1,0,0,0,1,0,0,1
838,0,28.0,1,0,0,0,1,0,0,1
839,0,19.0,1,0,0,0,1,0,0,1
